2026-07-21 21:23:32 | INFO | BI | === RUN START ===
2026-07-21 22:24:01 | INFO | BI | Loaded: 201 rows, 4 columns
2026-07-21 22:24:01 | INFO | BI | Loading products from data\raw\products_data.csv
2026-07-21 22:24:01 | INFO | BI | Loaded: 100 rows, 4 columns
2026-07-21 22:24:01 | INFO | BI | Loading sales from data\prepared\sales_data_prepared.csv
2026-07-21 22:24:01 | INFO | BI | Loaded: 2392 rows, 7 columns
2026-07-21 22:24:01 | INFO | BI | CALL a function to get sales by region........
2026-07-21 22:24:01 | INFO | BI | Aggregating sales by region
2026-07-21 22:24:01 | INFO | BI |   Top region: East ($1,234,686.51)
2026-07-21 22:24:01 | INFO | BI | Returning DataFrame with total sales by region
2026-07-21 22:24:01 | INFO | BI | CALL a function to plot sales by region........
2026-07-21 22:24:01 | INFO | BI | Creating chart: Total Sales by Region
2026-07-21 22:24:02 | INFO | BI | CALL a function to plot daily sales trend........
2026-07-21 22:24:02 | INFO | BI | Creating chart: Daily Sales Trend
2026-07-21 22:24:02 | INFO | BI | CALL a function to get sales by product category........
2026-07-21 22:24:02 | INFO | BI | Aggregating sales by product category
2026-07-21 22:24:02 | INFO | BI |   Top category: Office ($1,420,376.39)
2026-07-21 22:24:02 | INFO | BI | CALL a function to plot sales by product category........
2026-07-21 22:24:02 | INFO | BI | Creating chart: Total Sales by Product Category
2026-07-21 22:24:02 | INFO | BI | CALL a function to summarize the datasets........
2026-07-21 22:24:02 | INFO | BI | ========================
2026-07-21 22:24:02 | INFO | BI | SUMMARY
2026-07-21 22:24:02 | INFO | BI | ========================
2026-07-21 22:24:02 | INFO | BI | Customers:  201 rows, 4 columns
2026-07-21 22:24:02 | INFO | BI | Products:   100 rows, 4 columns
2026-07-21 22:24:02 | INFO | BI | Sales:      2392 rows, 7 columns
2026-07-21 22:24:02 | INFO | BI | ========================
2026-07-21 22:24:02 | INFO | BI | ANALYST NOTES:
2026-07-21 22:24:02 | INFO | BI | Note any data quality issues.
2026-07-21 22:24:02 | INFO | BI | We will clean data later.
2026-07-21 22:24:02 | INFO | BI | ========================
2026-07-21 22:24:02 | INFO | BI | CALL a function to show charts........
2026-07-21 22:43:11 | INFO | BI | Workflow complete
2026-07-21 22:43:11 | INFO | BI | CLOSE chart windows to continue.
2026-07-21 22:43:11 | INFO | BI | Terminate this process with CTRL+c as needed.
2026-07-21 22:43:11 | INFO | BI | ========================
2026-07-21 22:43:11 | INFO | BI | Jonathans Custom Application Executed successfully!
2026-07-21 22:43:11 | INFO | BI | ========================
